loc_verbatim,loc_name,loc_auth,,
"Buffalo, NY, USA",Buffalo,"Buffalo, NY, USA",,
Chaptal,rue Chaptal,"Paris, France",,
Château de Chamant,Premises of Château de Saint Chamant,"Chamant, France",,
CHAteau de l'Arizelle,Premises of Château de l'Arizelle,France,,
Chateaurenard,Châteaurenard,"Châteaurenard, France",,
Chausée d'Antin,Chaussée d'Antin,"Paris, France",,
Chaussée d'Antin,Chaussée d'Antin,"Paris, France",,
Chicago,Chicago,"Chicago, IL, USA",,
"Chicago, IL, USA",Chicago,"Chicago, IL, USA",,
"Christie, Manson & Woods, 8 King street Saint James's square, Londres",8 King street Saint James Square,"London, England, UK",,
"Christie, Manson & Woods, 8 King Street, Londres",8 King street Saint James Square,"London, England, UK",,
"Christie, Manson & Woods, 8 King Street, Saint James Square, Londres",8 King street Saint James Square,"London, England, UK",,
"Christie, Manson & Woods, Londres",London,"London, England, UK",,
Cleveland,Cleveland,"Cleveland, OH, USA",,
"Den Haag, Nederland",The Hague,"The Hague, The Netherlands",,
"Den Haag, Nederland; New York, NY, USA; Amsterdam, Nederland",The Hague; New York; Amsterdam,"[multiple locations] The Hague, The Netherlands; New York, NY, USA; Amsterdam, The Netherlands",,
Doelenstraat 16-18 à  Amsterdam,16-18 Doelenstraat,"Amsterdam, The Netherlands",,
Dordrecht,Dordrecht,"Dordrecht, The Netherlands",,
Dublin,Dublin,"Dublin, Ireland",,
"Duchesne, commissaire priseur",Premises of Duchesne (commissaire priseur),"Paris, France",,
Durand Ruel,Premises of Durand Ruel,"Paris, France",,
Dusseldorf,Dusseldorf,"Dusseldorf, Germany",,
"Düsseldorf, Allemagne",Dusseldorf,"Dusseldorf, Germany",,
"E. Le Roy & Cie, 9 rue Scribe",9 rue Scribe,"Paris, France",,
Ecouen,Ecouen,"Écouen, France",,
Ecury sur Coole,Ecury sur Coole,"Écury sur Coole, France",,
Edinboro,Edinburgh,"Edinburgh, Scotland, UK",,
Edinburgh,Edinburgh,"Edinburgh, Scotland, UK",,
"Elkins Park, PA, USA; Philadelphia, PA, USA",Elkins Park; Philadelphia,"[multiple locations] Elkins Park, PA, USA; Philadelphia, PA, USA",,
"Encan, Boston",Boston,"Boston, MA, USA",,
"Encan, La Haye, Pays-Bas.",The Hague,"The Hague, The Netherlands",,
"Encan, New York",New York,"New York, NY, USA",,
England,England,"England, UK",,
Epernay,Epernay,"Épernay, France",,
"Epernay, France",Epernay,"Épernay, France",,
Escribe,Premises of Eugène Jean Louis Escribe,France,,
Escribe Vente du 23 février 1889,Premises of Eugène Jean Louis Escribe,France,,
"Eug. Glaenzer & Cie, New York",Premises of Eugene Glaenzer & Co.,"New York, NY, USA",,
"Eug. Glaenzer & Co, 5 rue Scribe",5 rue Scribe,"Paris, France",,
"Eug. Glaenzer & Co, New York",Premises of Eugene Glaenzer & Co.,"New York, NY, USA",,
Everard & Cie,Premises of Everard & Cie,France,,
Exposition,[no place],[no place],,
Exposition  Rotterdam,Premises of Exposition Rotterdam,"Rotterdam, The Netherlands",,
Exposition (loterie),[no place],[no place],,
Exposition 1859 (loterie) [rayé],[no place],[no place],,
Exposition 1859 juillet (loterie),[no place],[no place],,
Exposition à  La Haye,Premises of Exposition La Haye,"The Hague, The Netherlands",,
Exposition à Amsterdam,Premises of Exposition Amsterdam,"Amsterdam, The Netherlands",,
Exposition à Glasgow,Premises of Exposition Glasgow,"Glasgow, Scotland, UK",,
exposition à la Haye,Premises of Exposition La Haye,"The Hague, The Netherlands",,
Exposition à la Haye,Premises of Exposition La Haye,"The Hague, The Netherlands",,
Exposition à La Haÿe,Premises of Exposition La Haye,"The Hague, The Netherlands",,
Exposition à Nantes,Premises of Exposition Nantes,"Nantes, France",,
Exposition à Reims,Premises of Exposition Reims,"Reims, France",,
Exposition Amsterdam,Premises of Exposition Amsterdam,"Amsterdam, The Netherlands",,
"Exposition Amsterdam, Pays-Bas",Premises of Exposition Amsterdam,"Amsterdam, The Netherlands",,
Exposition Anvers,Premises of Exposition Anvers,"Antwerp, Belgium",,
Exposition Arti La Haye,Premises of Exposition Arti La Haye,"The Hague, The Netherlands",,
"Exposition Bordeaux, France.",Premises of Exposition Bordeaux,"Bordeaux, France",,
Exposition Chicago La Haye,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
Exposition d'Amsterdam,Premises of Exposition Amsterdam,"Amsterdam, The Netherlands",,
Exposition d`Amsterdam,Premises of Exposition Amsterdam,"Amsterdam, The Netherlands",,
Exposition d`Anvers,Premises of Exposition Anvers,"Antwerp, Belgium",,
Exposition d`Utrecht,Premises of Exposition Utrecht,"Utrecht, The Netherlands",,
Exposition de [rayé] Metz La Haye,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
Exposition de 1859 (loterie),[no place],[no place],,
Exposition de Bayonne,Premises of Exposition Bayonne,"Bayonne, France",,
Exposition de Bordeaux,Premises of Exposition Bordeaux,"Bordeaux, France",,
exposition de Bruxelles,Premises of Exposition Bruxelles,"Brussels, Belgium",,
Exposition de Bruxelles,Premises of Exposition Bruxelles,"Brussels, Belgium",,
Exposition de Douai,Premises of Exposition Douai,"Douai, France",,
Exposition de Gambart à Londres,London,"London, England, UK",,
exposition de Gand,Premises of Exposition Gand,"Ghent, Belgium",,
Exposition de Gand,Premises of Exposition Gand,"Ghent, Belgium",,
Exposition de Glasgow,Premises of Exposition Glasgow,"Glasgow, Scotland, UK",,
"Exposition de la Croix Rouge, Saint Petersbourg",Saint Petersburg,"Saint Petersburg, Russia",,
Exposition de La Haye,Premises of Exposition La Haye,"The Hague, The Netherlands",,
Exposition de Lille,Premises of Exposition Lille,"Lille, France",,
Exposition de Limoge,Premises of Exposition Limoge,"Limoges, France",,
Exposition de Liverpool,Premises of Exposition Liverpool,"Liverpool, England, UK",,
Exposition de Londres,Premises of Exposition Londres,"London, England, UK",,
Exposition de Lyon,Premises of Exposition Lyon,"Lyon, France",,
exposition de Manchester,Premises of Exposition Manchester,"Manchester, England, UK",,
Exposition de Marseille,Premises of Exposition Marseille,"Marseille, France",,
Exposition de Marseille (au musée),Premises of Exposition Marseille,"Marseille, France",,
Exposition de Melbourne,Premises of Exposition Melbourne,"Melbourne, Australia",,
Exposition de Metz,Premises of Exposition Metz,"Metz, France",,
Exposition de Mulhouse,Premises of Exposition Mulhouse,"Mulhouse, France",,
"Exposition de Mulhouse, 90",Premises of Exposition Mulhouse,"Mulhouse, France",,
Exposition de Munich,Premises of Exposition Munich,"Munich, Germany",,
exposition de Nice,Premises of Exposition Nice,"Nice, France",,
Exposition de Nice,Premises of Exposition Nice,"Nice, France",,
Exposition de Paris 1861 (loterie),Premises of Exposition Paris,"Paris, France",,
Exposition de Paris 1865,Premises of Exposition Paris,"Paris, France",,
Exposition de Pau,Premises of Exposition Pau,"Pau, France",,
Exposition de Reims,Premises of Exposition Reims,"Reims, France",,
Exposition de Rheims,Premises of Exposition Reims,"Reims, France",,
"Exposition de Rheims, Opéra",Place de l'Opéra,"Paris, France",,
Exposition de Rotterdam,Premises of Exposition Rotterdam,"Rotterdam, The Netherlands",,
Exposition de Roubaix,Premises of Exposition Roubaix,"Roubaix, France",,
Exposition de Roubaix-Tourcoing,Premises of Exposition Roubaix,"Roubaix, France",,
Exposition de Rouen,Premises of Exposition Rouen,"Rouen, France",,
Exposition de St. Quentin,Premises of Exposition Saint Quentin,"Saint Quentin, France",,
Exposition de Stuttgart,Premises of Exposition Stuttgart,"Stuttgart, Germany",,
Exposition de Sydney,Premises of Exposition Sydney,"Sydney, Australia",,
Exposition de Turin,Premises of Exposition Turin,"Turin, Italy",,
Exposition de Venise,Premises of Exposition Venise,"Venice, Italy",,
Exposition des amis de Marseille,Marseille,"Marseille, France",,
Exposition des amis des arts de Reims,Reims,"Reims, France",,
"Exposition des arts, Reims",Reims,"Reims, France",,
Exposition Dresde La Haye,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
Exposition Elberfeld,Premises of Exposition Elberfeld,"Elberfeld, Germany",,
Exposition Gambart,Premises of Exposition Gambart,"London, England, UK",,
Exposition Gambart Londres,London,"London, England, UK",,
Exposition Groningen,Premises of Exposition Groningen,"Groningen, The Netherlands",,
Exposition Groningen La Haye,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
Exposition Herdtle & Peters Stuttgart,Premises of Exposition Herdtle & Peters Stuttgart,"Stuttgart, Germany",,
"Exposition International des Beaux arts, Dresde",Dresden,"Dresden, Germany",,
Exposition Internationale d'art à Venise,Venice,"Venice, Italy",,
Exposition La Haye,Premises of Exposition La Haye,"The Hague, The Netherlands",,
Exposition Liverpool,Premises of Exposition Liverpool,"Liverpool, England, UK",,
Exposition Lorento La Haye,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
Exposition Munich,Premises of Exposition Munich,"Munich, Germany",,
Exposition permanente Stuttgart Herdtle & Peters,Premises of Exposition Herdtle & Peters Stuttgart,"Stuttgart, Germany",,
Exposition Rotterdam,Premises of Exposition Rotterdam,"Rotterdam, The Netherlands",,
Exposition Roubaix,Premises of Exposition Roubaix,"Roubaix, France",,
"Exposition Roubaix-Tourcoing, Roubaix",Premises of Exposition Roubaix,"Roubaix, France",,
Exposition Saint Quentin,Premises of Exposition Saint Quentin,"Saint Quentin, France",,
Exposition Seassion[?] La Haye,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
Exposition Trieste,Premises of Exposition Trieste,"Trieste, Italy",,
Exposition Venise,Premises of Exposition Venise,"Venice, Italy",,
Exposition Worishofen,Premises of Exposition Worishofen,"Bad Wörishofen, Germany",,
"F. & F. Tempelaere, 38, rue Laffitte",38 rue Laffitte,"Paris, France",,
"F. Kleinberger, 9 rue de l'Echelle",9 rue de l'Echelle,"Paris, France",,
Feldafisig,Feldafing,"Feldafing, Germany",,
Fifth avenue,Fifth avenue,"New York, NY, USA",,
Florence,Florence,"Florence, Italy",,
Florence; Paris,Florence; Paris,"[multiple locations] Florence, Italy; Paris, France",,
for,[no place],[no place],,
"Fr. Muller & Co, 16 Doelenstraat [?] à Amsterdam",16 Doelenstraat,"Amsterdam, The Netherlands",,
France,France,France,,
Francfort,Frankfurt,"Frankfurt, Germany",,
Franckfort sur mein,Frankfurt,"Frankfurt, Germany",,
Frankfurt,Frankfurt,"Frankfurt, Germany",,
Fred. Muller & Cie à Amsterdam,Amsterdam,"Amsterdam, The Netherlands",,
"Frédérik Muller & Cie, Amsterdam",Amsterdam,"Amsterdam, The Netherlands",,
G. Bergaud,Premises of G. Bergaud,France,,
Galeries G. Petit,7 rue Saint Georges,"Paris, France",,
Georges Bernheim,Premises of Georges Bernheim,"Paris, France",,
"Georges Bernheim, 9 rue Laffitte",9 rue Laffitte,"Paris, France",,
Georges Petit,7 rue Saint Georges,"Paris, France",,
Germany,Germany,Germany,,
Giverny,Giverny,"Giverny, France",,
Glasgow,Glasgow,"Glasgow, Scotland, UK",,
Groningen,Groningen,"Groningen, The Netherlands",,
"Haag, Nederland",The Hague,"The Hague, The Netherlands",,
Haarlem,Haarlem,"Haarlem, The Netherlands",,
Hambourg,Hamburg,"Hamburg, Germany",,
Hambourg (31 Hermanstrasse),31 Hermanstrasse,"Hamburg, Germany",,
Hamburg,Hamburg,"Hamburg, Germany",,
"Haymarket, London",Haymarket,"London, England, UK",,
"Hector Brame, 2 rue Laffitte",2 rue Laffitte,"Paris, France",,
"Holland Park, London",Holland Park,"London, England, UK",,
"Hôtel Cuillon, Paris",Premises of Hotel Cuillon,"Paris, France",,
Hotel des ventes,Premises of Hotel Drouot,"Paris, France",,
Hôtel des Ventes,Premises of Hotel Drouot,"Paris, France",,
Hôtel des ventes voir n° 60,Premises of Hotel Drouot,"Paris, France",,
"Hôtel des ventes, Paris, France (rue des Jeuneurs).",rue des Jeuneurs,"Paris, France",,
"Hôtel des ventes, Paris, France.",Premises of Hotel Drouot,"Paris, France",,
"Hotel Drouot, Paris, France",Premises of Hotel Drouot,"Paris, France",,
"Hôtel Drouot, Paris, France (Paul Chevallier, Commissaire-priseur)",Premises of Hotel Drouot,"Paris, France",,
"Hôtel Drouot, Paris, France; Opéra",Premises of Hotel Drouot; Place de l'Opéra,"[multiple locations] Paris, France; Paris, France",,
"Hôtel Drouot, Paris, France.",Premises of Hotel Drouot,"Paris, France",,
Hotel Sicile,Premises of Hotel Sicile,"Paris, France",,
Huisson,d'Huison Longueville,"Paris, France",,
Impasse du Maine,Impasse du Maine,"Paris, France",,
J. Allard,Premises of J. Allard & Cie,"[multiple locations] London, England, UK; Paris, France",,
"J. Allard & Cie, 20 rue des Capucines",20 rue des Capucines,"Paris, France",,
"J. Allard,",Premises of J. Allard & Cie,"[multiple locations] London, England, UK; Paris, France",,
"J. Allard, 20 rue des Capucines",20 rue des Capucines,"Paris, France",,
"J. Allard, Paris",Paris,"Paris, France",,
"J. Mancini, 63  Haussmann",63 boulevard Haussmann,"Paris, France",,
"J. Mancini, 7 rue Caumartin",7 rue Caumartin,"Paris, France",,
"Jersey City, NJ, USA",Jersey City,"Jersey City, NJ, USA",,
Jules Placais,Premises of Jules Placais,France,,
Karlsruhe,Karlsruhe,"Karlsruhe, Germany",,
Knoedler & Co,Premises of Knoedler & Co.,"[multiple locations] London, England, UK; New York, NY, USA; Paris, France",,
"Kurfürstenstrasse, Berlin",Kurfürstenstrasse,"Berlin, Germany",,
L. Tual,56 rue de la Victoire,"Paris, France",,
l'Exposition à Reims,Reims,"Reims, France",,
L'Exposition de Lyon,Premises of Exposition Lyon,"Lyon, France",,
l'Exposition de Nantes,Premises of Exposition Nantes,"Nantes, France",,
L'Exposition de Nantes,Premises of Exposition Nantes,"Nantes, France",,
l'Exposition de Reims,Premises of Exposition Reims,"Reims, France",,
L'Exposition de Reims,Premises of Exposition Reims,"Reims, France",,
l'hotel Drouot,Premises of Hotel Drouot,"Paris, France",,
La aye,The Hague,"The Hague, The Netherlands",,
la Haye,The Hague,"The Hague, The Netherlands",,
La haye,The Hague,"The Hague, The Netherlands",,
La Haye,The Hague,"The Hague, The Netherlands",,
La Haye,The Hague,"The Hague, The Netherlands",,
La Haye,The Hague,"The Hague, The Netherlands",,
La Haye,The Hague,"The Hague, The Netherlands",,
La HAye,The Hague,"The Hague, The Netherlands",,
La Haÿe,The Hague,"The Hague, The Netherlands",,
La Haye  Vente Amsterdam,Amsterdam,"Amsterdam, The Netherlands",,
La Haye à Exposition de Bruxelles,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition,Premises of Exposition La Haye,"The Hague, The Netherlands",,
La Haye Exposition ) Munich,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition à Arnhem,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition à Gand,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition à Munich,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition à Paris,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition à Rotterdam,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Amsterdam,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Anvers,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Arnhem,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Arnhem[?],Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Arti & Amicitive[?],Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Arti Amicitive à Amsterdam,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Arts & Amicitive,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Berlin,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Bruxelles,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Chicago,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition d'Amsterdam,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition d'Anvers,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition d'Auvers,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition de Berlin,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition de Bock,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition de Bruxelles,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition de Dresde,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition de Munich,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition de Nonter[?],Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition de Saint Louis,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Flensburg[?],Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Hambourg,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition HAmbourg,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Kinsburg[?],Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition La Haye,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Lunich,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Mauve,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Munich,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Panorama Amsterdam,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
"La Haye Exposition Panorama, Amsterdam",Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition publique Stadée[?],Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Rotterdam,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Stuttgart,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Toronto,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Toronto[?],Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Utrecht,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Venise,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Exposition Vienne,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Vente à Amsterdam,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
La Haye Vente amsterdam,Amsterdam,"Amsterdam, The Netherlands",,
La Haye Vente Amsterdam,Amsterdam,"Amsterdam, The Netherlands",,
La Haye Vente AMsterdam,Amsterdam,"Amsterdam, The Netherlands",,
La Haye Vente d'Amsterdam,Amsterdam,"Amsterdam, The Netherlands",,
La Haye Vente Eindhoven,Eindhoven,"Eindhoven, The Netherlands",,
La Haye Vente Exposition Amsterdam,Amsterdam,"Amsterdam, The Netherlands",,
La Haye Vente Müller & Co,The Hague,"The Hague, The Netherlands",,
La Haye Vente Munich,Munich,"Munich, Germany",,
La Haye vente publique,The Hague,"The Hague, The Netherlands",,
"La Haye, Exposition Munich",Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
"La Haye, Nederland",The Hague,"The Hague, The Netherlands",,
"La Haye, vente Amsterdam",Amsterdam,"Amsterdam, The Netherlands",,
La Haye; Bruxelles,The Hague; Brussels,"[multiple locations] The Hauge, The Netherlands; Brussels, Belgium",,
La Haye[?],The Hague,"The Hague, The Netherlands",,
Lagandelle,Lagardelle,"Lagardelle, France",,
Lair Dubreuil Commissaire priseur Vente publique,Premises of Lair Dubreuil (commissaire priseur),"Paris, France",,
Lausanne,Lausanne,"Lausanne, Switzerland",,
Le Mans,Le Mans,"Le Mans, France",,
Leeuwarden,Leeuwarden,"Leeuwarden, The Netherlands",,
Leiden,Leiden,"Leiden, The Netherlands",,
Leis[?] Tual,56 rue de la Victoire,"Paris, France",,
Leon Tual,56 rue de la Victoire,"Paris, France",,
Léon Tual,56 rue de la Victoire,"Paris, France",,
Léon Tual Commissaire priseur Vente publique,56 rue de la Victoire,"Paris, France",,
Lille,Lille,"Lille, France",,
Lisbon,Lisbon,"Lisbon, Portugal",,
Lisbone,Lisbon,"Lisbon, Portugal",,
London,London,"London, England, UK",,
"London, England, UK",London,"London, England, UK",,
"London, England, UK; Glasgow, Scotland, UK",London; Glasgow,"[multiple locations] London, England, UK; Glasgow, Scotland, UK",,
"London, England, UK; Manchester, England, UK",London; Manchester,"[multiple locations] London, England, UK; Manchester, England, UK",,
"London, England, UK; New York, NY, USA",New York; London,"[multiple locations] New York, NY, USA; London, England, UK",,
"London, England, UK; New York, NY, USA; Paris, France",London; New York; Paris,"[multiple locations] London, England, UK; New York, NY, USA; Paris, France",,
"London, England, UK; Paris, France",London; Paris,"[multiple locations] London, England, UK; Paris, France",,
"London, England, UK; Paris, France; New York, NY, USA",London; New York; Paris,"[multiple locations] London, England, UK; New York, NY, USA; Paris, France",,
London; Newcastle upon Tyne,London; Newcastle upon Tyne,"[multiple locations] London, England, UK; Newcastle upon Tyne, England, UK",,
Londres,London,"London, England, UK",,
Londres (13 King Street),13 King street,"London, England, UK",,
Londres (95 Picadilly),95 Picadilly,"London, England, UK",,
Londres (Pall Mall),Pall Mall,"London, England, UK",,
Londres Exposition à Munich,Premises of Goupil & Cie London,"Munich, Germany",,
Londres vente Christie,London,"London, England, UK",,
"Londres, Vente Christie",London,"London, England, UK",,
Londres[?],London,"London, England, UK",,
loterie nationale,[no place],[no place],,
Loterie nationale,[no place],[no place],,
Lyon,Lyon,"Lyon, France",,
"M. Alavoine, 9 rue Caumartin",9 rue Caumartin,"Paris, France",,
"M. de Beistegui, 12 rue Newton",12 rue Newton,"Paris, France",,
M. Delort,Premises of Charles Edouard Edmond Delort,"Paris, France",,
"M. G. Bergaud, 12 Rue Godot et Mauroy[?]",12 rue Godot de Mauroy,"Paris, France",,
M. Goupil à Madrid,Madrid,"Madrid, Spain",,
"M. Henry Mason, 3 Rue de l'Isly",3 rue de l'Isly,"Paris, France",,
"M. J. Allard, 20 rue des Capucines",20 rue des Capucines,"Paris, France",,
M. Knoedler & Co,Premises of Knoedler & Co.,"[multiple locations] London, England, UK; New York, NY, USA; Paris, France",,
"M. Knoedler & Co, 17 Place Vendôme",17 Place Vendôme,"Paris, France",,
"M. Knoedler & Co, 23 Place Vendôme",23 Place Vendôme,"Paris, France",,
"M. Knoedler & Co, 23, place Vendôme",23 Place Vendôme,"Paris, France",,
"M. Knoedler & Co, 355 Fifth avenue, New York",355 Fifth avenue,"New York, NY, USA",,
"M. Knoedler & Co, 355 Fifth Avenue, New York",355 Fifth avenue,"New York, NY, USA",,
"M. Knoedler & Co, 556-558 Fifth Avenue, New York",556-558 Fifth avenue,"New York, NY, USA",,
"M. Knoedler & Co, New York",New York,"New York, NY, USA",,
"M. Knoedler & Co, Paris",Paris,"Paris, France",,
"M. M. Muller & Cie, Doelenstraat 16-18 à Amsterdam",16-18 Doelenstraat,"Amsterdam, The Netherlands",,
M. Paul Chevallier,10 rue Grange Batelière,"Paris, France",,
M. Preyer La Haye,The Hague,"The Hague, The Netherlands",,
M. Raymond Pujos,Premises of Raymond Pujos,France,,
"M. Wildensetin, 57 rue de la Boétie",57 rue de La Boétie,"Paris, France",,
Madrid,Madrid,"Madrid, Spain",,
"Mainz, Deutschland",Mainz,"Mainz, Germany",,
"Maison Bruxelles,",Premises of Goupil & Cie Brussels,"Brussels, Belgium",,
maison de Bruxelles,Premises of Goupil & Cie Brussels,"Brussels, Belgium",,
Maison de New York,289 Broadway street,"New York, NY, USA",,
"maison Square South, New York",289 Broadway street,"New York, NY, USA",,
Malvern,Malvern,"Malvern, England, UK",,
Manchester,Manchester,"Manchester, England, UK",,
Marseille,Marseille,"Marseille, France",,
Marseille (20 rue Montgrand),20 rue Montgrand,"Marseille, France",,
Maurice Delestre,27 rue Drouot,"Paris, France",,
Maurice Morel[?],Premises of Maurice Morel,"Paris, France",,
Milan,Milan,"Milan, Italy",,
"Monsieur Tattet Ch., 22 rue Matignon",22 rue Matignon,"Paris, France",,
Montaignac,Montaignac,"Montaignac Saint Hippolyte, France",,
"Montaignac, 12 rue Godot de Mauroy",Montaignac; 12 rue Godot de Mauroy,"[multiple locations] Montaignac Saint Hippolyte, France; Paris, France",,
Montigny sur Loing,Montigny sur Loing,"Montigny sur Loing, France",,
Montmartre,19 boulevard Montmartre,"Paris, France",,
Montréal,Montréal,"Montreal, Canada",,
Moscou,Moscow,"Moscow, Russia",,
Moscou (1824-1892),Moscow,"Moscow, Russia",,
Moscow,Moscow,"Moscow, Russia",,
Muller & Cie Amsterdam,Amsterdam,"Amsterdam, The Netherlands",,
"München, Deutschland",Munich,"Munich, Germany",,
Munich,Munich,"Munich, Germany",,
"Munich, Germany; Vienna, Austria",Munich; Vienna,"[multiple locations] Munich, Germany; Vienna, Austria",,
Nanterre,Nanterre,"Nanterre, France",,
"Nantes, France",Nantes,"Nantes, France",,
Naples,Naples,"Naples, Italy",,
"Naval & Military Club, London",Premises of Naval & Military Club,"London, England, UK",,
Nederland,The Netherlands,The Netherlands,,
Netherlands,The Netherlands,The Netherlands,,
NEW,[no place],[no place],,
NEW,New York,"New York, NY, USA",,
NEW,[no place],[no place],,
"New Haven, CT, USA",New Haven,"New Haven, CT, USA",,
New york,New York,"New York, NY, USA",,
New York,New York,"New York, NY, USA",,
New York (529 Madison Ave.),529 Madison avenue,"New York, NY, USA",,
New York (82 5th Ave.),82 Fifth avenue,"New York, NY, USA",,
New York [rayé],New York,"New York, NY, USA",,
New York Exposition Saint Louis,289 Broadway street,"New York, NY, USA",,
"New York NY, USA",New York,"New York, NY, USA",,
New York vente publique,New York,"New York, NY, USA",,
"New York, NY",New York,"New York, NY, USA",,
"New York, NY, USA",New York,"New York, NY, USA",,
"New York, NY, USA; London, England, UK",New York; London,"[multiple locations] New York, NY, USA; London, England, UK",,
"New York, NY, USA; Paris, France",New York; Paris,"[multiple locations] New York, NY, USA; Paris, France",,
"New York, NY, USA; Staten Island, NY, USA",New York; Staten Island,"[multiple locations] New York, NY, USA; Staten Island, NY, USA",,
"New York, USA",New York,"New York, NY, USA",,
"New York, USA.",New York,"New York, NY, USA",,
New-York,New York,"New York, NY, USA",,
Newport,Newport,"Newport, RI, USA",,
Nez York,New York,"New York, NY, USA",,
Nice,Nice,"Nice, France",,
Nimes,Nimes,"Nîmes, France",,
"North Easton, MA, USA",North Easton,"North Easton, MA, USA",,
Notre maison de La Haye,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
Notre maison de Londres,Premises of Goupil & Cie London,"London, England, UK",,
"Old Bond Street, London",Old Bond street,"London, England, UK",,
"Oldham, England, UK",Oldham,"Oldham, England, UK",,
Opéra,Place de l'Opéra,"Paris, France",,
Opéra; Galerie,Place de l'Opéra,"Paris, France",,
Opéra; Galerie?,Place de l'Opéra,"Paris, France",,
"Orchard House, Scurbury",Premises of Orchard House,"Scarbury, England, UK",,
Oullins,Oullins,"Oullins, France",,
P. Chevallier,10 rue Grange Batelière,"Paris, France",,
"Palais Rothschild, Vienna",Palais Rothschild,"Vienna, Austria",,
Palancz,Premises of Palancz,France,,
"par MARCKE DE LUMMEN, EMILE VAN, Pays-Bas.",The Netherlands,The Netherlands,,
par notre maison de la Haye,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
par notre maison de La Haye,Premises of Goupil & Cie The Hague,"The Hague, The Netherlands",,
